region	chr	midPos	Nsites
(1048,5174)(72602,76831)(50000,100000)	JASDQU010586836.1	75000	4128	0.296584
(409,1193)(72133,98030)(50000,100000)	JASDQU010586852.1	75000	786	0.159597
(1660,3605)(50155,52741)(50000,100000)	JASDQU010587147.1	75000	1947	0.169713
(150,2433)(80429,84208)(50000,100000)	JASDQU010587189.1	75000	2285	0.614779
(721,744)(50000,50023)(50000,100000)	JASDQU010587229.1	75000	25	0.062952
(2377,5986)(50000,62666)(50000,100000)	JASDQU010587381.1	75000	3611	0.635861
(21,2517)(101090,118921)(100000,150000)	JASDQU010587510.1	125000	2498	0.639833
(42,232)(92362,92603)(50000,100000)	JASDQU010587533.1	75000	192	0.474890
(308,1378)(62744,63844)(50000,100000)	JASDQU010587727.1	75000	1072	0.733235
(1088,1284)(83488,83694)(50000,100000)	JASDQU010587734.1	75000	198	0.027467
(669,747)(125784,125869)(100000,150000)	JASDQU010587792.1	125000	80	0.094527
(3364,3799)(191166,191813)(150000,200000)	JASDQU010587814.1	175000	437	0.122332
(729,1707)(50000,70472)(50000,100000)	JASDQU010587871.1	75000	980	0.380978
(479,3298)(58115,83172)(50000,100000)	JASDQU010587886.1	75000	2821	0.541467
(139,2187)(90107,98980)(50000,100000)	JASDQU010587974.1	75000	2050	0.042583
(1696,1902)(51454,51694)(50000,100000)	JASDQU010588081.1	75000	208	-0.034006
(96,1172)(76410,88508)(50000,100000)	JASDQU010588196.1	75000	1078	0.462586
(1086,1378)(53880,96046)(50000,100000)	JASDQU010588260.1	75000	294	0.114574
(1210,1329)(57902,58027)(50000,100000)	JASDQU010588553.1	75000	121	0.058635
(86,694)(191001,191658)(150000,200000)	JASDQU010588603.1	175000	610	0.437463
(695,812)(201220,201651)(200000,250000)	JASDQU010588603.1	225000	119	0.048424
(1617,1882)(100612,101395)(100000,150000)	JASDQU010588706.1	125000	267	0.106725
(294,1681)(54445,70220)(50000,100000)	JASDQU010588800.1	75000	1389	0.170529
(1619,4867)(50033,53476)(50000,100000)	JASDQU010588875.1	75000	3250	0.516243
(691,801)(53811,53940)(50000,100000)	JASDQU010588981.1	75000	112	0.099252
(3,426)(69311,69741)(50000,100000)	JASDQU010588991.1	75000	425	0.164909
(707,1293)(50745,51347)(50000,100000)	JASDQU010589047.1	75000	588	0.870173
(468,980)(101000,101551)(100000,150000)	JASDQU010589169.1	125000	514	0.259846
(1695,5707)(155636,159725)(150000,200000)	JASDQU010589222.1	175000	4014	0.259152
(607,1008)(58926,59329)(50000,100000)	JASDQU010589237.1	75000	403	0.452743
(263,1385)(70545,95036)(50000,100000)	JASDQU010589277.1	75000	1124	0.367238
(274,2515)(50000,52737)(50000,100000)	JASDQU010589335.1	75000	2243	0.188004
(1237,1829)(78999,79597)(50000,100000)	JASDQU010589457.1	75000	594	0.349624
(862,3330)(52562,56883)(50000,100000)	JASDQU010589472.1	75000	2470	0.633437
(1004,1591)(50827,51908)(50000,100000)	JASDQU010589488.1	75000	589	0.488009
(1118,1304)(150633,150826)(150000,200000)	JASDQU010589614.1	175000	188	0.040701
(326,547)(67359,67599)(50000,100000)	JASDQU010589642.1	75000	223	0.261761
(257,388)(52404,52550)(50000,100000)	JASDQU010589662.1	75000	133	0.251671
(216,684)(61879,62355)(50000,100000)	JASDQU010589665.1	75000	470	0.331791
(1173,2771)(138196,139800)(100000,150000)	JASDQU010589726.1	125000	1600	0.534490
(1777,2611)(50000,62181)(50000,100000)	JASDQU010589840.1	75000	836	0.142743
(341,1549)(147745,148973)(100000,150000)	JASDQU010589889.1	125000	1210	0.061709
(1068,2073)(78582,79720)(50000,100000)	JASDQU010589906.1	75000	1007	0.340938
(5,27)(117049,117126)(100000,150000)	JASDQU010589928.1	125000	24	0.048571
(816,826)(51817,51830)(50000,100000)	JASDQU010589961.1	75000	12	0.060703
(47,690)(79538,80185)(50000,100000)	JASDQU010589967.1	75000	645	0.247247
(633,1334)(50000,50881)(50000,100000)	JASDQU010589976.1	75000	703	0.437391
(561,1110)(76494,80116)(50000,100000)	JASDQU010589982.1	75000	551	0.600904
(116,754)(67330,67970)(50000,100000)	JASDQU010590025.1	75000	640	0.678887
(127,528)(50048,51948)(50000,100000)	JASDQU010590035.1	75000	403	0.049881
(176,254)(65428,65544)(50000,100000)	JASDQU010590101.1	75000	80	0.468023
(3493,5058)(81448,83609)(50000,100000)	JASDQU010590131.1	75000	1567	0.552690
(36,1107)(97650,99255)(50000,100000)	JASDQU010590190.1	75000	1073	0.674841
(585,785)(51149,51410)(50000,100000)	JASDQU010590214.1	75000	202	0.040996
(2487,3003)(50000,50517)(50000,100000)	JASDQU010590245.1	75000	518	0.287006
(142,414)(65873,66145)(50000,100000)	JASDQU010680305.1	75000	274	-0.042466
(165,2139)(50607,52596)(50000,100000)	JASDQU010680339.1	75000	1976	0.178718
(4,67)(158437,158506)(150000,200000)	JASDQU010680354.1	175000	65	0.305311
(1071,1131)(56530,56615)(50000,100000)	JASDQU010680387.1	75000	62	0.029524
(1124,4611)(100000,112696)(100000,150000)	JASDQU010680452.1	125000	3489	0.308014
(1727,3688)(57062,68536)(50000,100000)	JASDQU010680620.1	75000	1963	0.145772
(3019,4936)(52695,57210)(50000,100000)	JASDQU010680647.1	75000	1919	0.216139
(1757,2095)(51313,51666)(50000,100000)	JASDQU010680694.1	75000	340	0.414621
(13,205)(86831,87023)(50000,100000)	JASDQU010680727.1	75000	194	0.006670
(1938,2599)(111654,112326)(100000,150000)	JASDQU010680732.1	125000	663	0.513582
(1791,2567)(63330,64194)(50000,100000)	JASDQU010680913.1	75000	778	0.274485
(2118,2145)(133727,133759)(100000,150000)	JASDQU010680926.1	125000	29	0.091784
(1893,1926)(115006,115105)(100000,150000)	JASDQU010681188.1	125000	35	-0.007268
(456,918)(50181,83630)(50000,100000)	JASDQU010681226.1	75000	464	0.015598
(7077,7244)(72142,72310)(50000,100000)	JASDQU010681247.1	75000	169	-0.001612
(466,821)(74106,74462)(50000,100000)	JASDQU010681275.1	75000	357	0.287441
(2526,3683)(50000,51370)(50000,100000)	JASDQU010681302.1	75000	1159	0.504223
(58,90)(54732,54774)(50000,100000)	JASDQU010681311.1	75000	34	0.049436
(381,419)(54804,54877)(50000,100000)	JASDQU010681317.1	75000	40	0.071427
(507,1567)(54195,58040)(50000,100000)	JASDQU010681403.1	75000	1062	0.765348
(576,576)(85096,85096)(50000,100000)	JASDQU010681426.1	75000	2	0.048711
(3422,4082)(54602,60938)(50000,100000)	JASDQU010681504.1	75000	662	0.748092
(1091,1590)(57850,58642)(50000,100000)	JASDQU010681533.1	75000	501	0.325132
(548,1075)(129384,129944)(100000,150000)	JASDQU010681572.1	125000	529	0.547025
(583,882)(97868,98200)(50000,100000)	JASDQU010681782.1	75000	301	0.203549
(242,1204)(51784,52770)(50000,100000)	JASDQU010681822.1	75000	964	0.088964
(260,413)(78353,78521)(50000,100000)	JASDQU010681829.1	75000	155	0.056123
(1643,1777)(56706,56845)(50000,100000)	JASDQU010681862.1	75000	136	0.036618
(2263,5264)(50000,99999)(50000,100000)	JASDQU010681907.1	75000	3003	0.090733
(524,1458)(144440,145870)(100000,150000)	JASDQU010682080.1	125000	936	0.474213
(482,537)(149944,149999)(100000,150000)	JASDQU010682097.1	125000	57	0.397294
(1747,2083)(100000,100337)(100000,150000)	JASDQU010682109.1	125000	338	0.067857
(279,901)(54768,55403)(50000,100000)	JASDQU010682230.1	75000	624	0.508844
(1,2595)(51679,57998)(50000,100000)	JASDQU010682271.1	75000	2596	0.450296
(2756,3663)(53322,54236)(50000,100000)	JASDQU010682298.1	75000	909	0.392725
(534,552)(84424,84450)(50000,100000)	JASDQU010682327.1	75000	20	0.086486
(751,2068)(86141,99867)(50000,100000)	JASDQU010682362.1	75000	1319	0.298820
(109,722)(72429,73070)(50000,100000)	JASDQU010682381.1	75000	615	0.500712
(666,837)(50000,50171)(50000,100000)	JASDQU010682409.1	75000	173	0.010499
(430,1026)(50000,50606)(50000,100000)	JASDQU010682443.1	75000	598	0.542940
(197,1056)(78154,79053)(50000,100000)	JASDQU010682569.1	75000	861	0.286314
(1060,2429)(50000,61670)(50000,100000)	JASDQU010682644.1	75000	1371	0.455464
(647,1036)(127142,134436)(100000,150000)	JASDQU010682677.1	125000	391	0.057337
(1690,2693)(169775,170785)(150000,200000)	JASDQU010682735.1	175000	1005	0.611233
(1265,1632)(64646,74648)(50000,100000)	JASDQU010683026.1	75000	369	0.110887
(607,1415)(66535,67356)(50000,100000)	JASDQU010683059.1	75000	810	0.606105
(2284,2605)(81599,82051)(50000,100000)	JASDQU010683150.1	75000	323	0.144734
(1037,2632)(60872,62476)(50000,100000)	JASDQU010683314.1	75000	1597	0.397432
(399,712)(59383,59697)(50000,100000)	JASDQU010683353.1	75000	315	0.251986
(178,894)(101311,102065)(100000,150000)	JASDQU010683468.1	125000	718	0.072217
(570,1065)(73674,74191)(50000,100000)	JASDQU010683502.1	75000	497	0.046239
(533,857)(272022,272600)(250000,300000)	JASDQU010683658.1	275000	326	0.208120
(103,1378)(59295,97690)(50000,100000)	JASDQU010683680.1	75000	1277	0.325624
(1839,4206)(57115,59566)(50000,100000)	JASDQU010683894.1	75000	2369	0.324837
(3371,4482)(53573,54756)(50000,100000)	JASDQU010683995.1	75000	1113	0.466640
(48,217)(90597,90771)(50000,100000)	JASDQU010684025.1	75000	171	0.051668
(496,819)(53663,94253)(50000,100000)	JASDQU010684264.1	75000	325	0.053728
(142,654)(67296,67839)(50000,100000)	JASDQU010684354.1	75000	514	0.174708
(4269,4752)(56376,56868)(50000,100000)	JASDQU010684406.1	75000	485	0.263401
(619,838)(50174,50578)(50000,100000)	JASDQU010684603.1	75000	221	0.052549
(1813,3496)(50000,51714)(50000,100000)	JASDQU010684749.1	75000	1685	0.596724
(781,1618)(120353,121244)(100000,150000)	JASDQU010684867.1	125000	839	0.810875
(5477,5813)(50000,50344)(50000,100000)	JASDQU010685244.1	75000	338	0.620362
(1358,3596)(75695,91323)(50000,100000)	JASDQU010685252.1	75000	2240	0.126281
(632,1477)(61769,75823)(50000,100000)	JASDQU010685395.1	75000	847	0.504077
(345,1128)(50000,50931)(50000,100000)	JASDQU010685674.1	75000	785	0.064463
(340,1213)(69126,70026)(50000,100000)	JASDQU010685712.1	75000	875	0.248546
(1938,4760)(84269,94512)(50000,100000)	JASDQU010685757.1	75000	2824	0.758345
(414,557)(50212,50387)(50000,100000)	JASDQU010685762.1	75000	145	0.143331
(1824,2159)(68526,68864)(50000,100000)	JASDQU010685964.1	75000	337	0.012990
(169,472)(54026,54365)(50000,100000)	JASDQU010686082.1	75000	305	0.850911
(150,620)(78784,79267)(50000,100000)	JASDQU010686169.1	75000	472	0.512093
(1420,2560)(59265,60706)(50000,100000)	JASDQU010686242.1	75000	1142	0.589027
(1058,1224)(157064,157358)(150000,200000)	JASDQU010686359.1	175000	168	0.092150
(879,5237)(50000,74009)(50000,100000)	JASDQU010686386.1	75000	4360	0.309813
(695,698)(50364,50371)(50000,100000)	JASDQU010686436.1	75000	5	-0.010117
(2073,2677)(50110,52175)(50000,100000)	JASDQU010686552.1	75000	606	0.165108
(207,988)(64680,65645)(50000,100000)	JASDQU010686597.1	75000	783	0.632600
(3656,6365)(50000,53070)(50000,100000)	JASDQU010686610.1	75000	2711	0.833467
(43,345)(62662,63094)(50000,100000)	JASDQU010686737.1	75000	304	0.004650
(259,930)(52204,69577)(50000,100000)	JASDQU010686746.1	75000	673	0.371508
(230,897)(90939,91610)(50000,100000)	JASDQU010686839.1	75000	669	0.288353
(399,1408)(52143,60823)(50000,100000)	JASDQU010686901.1	75000	1011	-0.001204
(3255,5849)(50081,80077)(50000,100000)	JASDQU010687047.1	75000	2596	0.526870
(463,1175)(70126,70854)(50000,100000)	JASDQU010687073.1	75000	714	0.436719
(1353,2813)(50141,54439)(50000,100000)	JASDQU010687144.1	75000	1462	0.139095
(5139,5663)(73887,74777)(50000,100000)	JASDQU010687285.1	75000	526	0.357700
(163,212)(61986,62335)(50000,100000)	JASDQU010687345.1	75000	51	0.564202
(612,2558)(51674,53647)(50000,100000)	JASDQU010687357.1	75000	1948	0.805412
(524,1485)(62474,75383)(50000,100000)	JASDQU010687372.1	75000	963	0.274074
(534,548)(72960,72994)(50000,100000)	JASDQU010687519.1	75000	16	0.083889
(89,418)(69179,69527)(50000,100000)	JASDQU010687584.1	75000	331	0.427118
(496,528)(56821,56903)(50000,100000)	JASDQU010687633.1	75000	34	-0.005344
(856,2326)(88256,91379)(50000,100000)	JASDQU010687709.1	75000	1472	0.564990
(1207,1228)(50003,50032)(50000,100000)	JASDQU010687851.1	75000	23	0.051971
(1168,1436)(52791,53112)(50000,100000)	JASDQU010687941.1	75000	270	0.045382
(418,683)(89357,90917)(50000,100000)	JASDQU010688074.1	75000	267	0.801013
(3247,3850)(55866,56490)(50000,100000)	JASDQU010688112.1	75000	605	0.343668
(52,1600)(58002,59580)(50000,100000)	JASDQU010688350.1	75000	1550	0.799420
(175,364)(74471,74664)(50000,100000)	JASDQU010688427.1	75000	191	0.078486
(492,1445)(59416,60409)(50000,100000)	JASDQU010688455.1	75000	955	0.522194
(1446,1452)(245878,245886)(200000,250000)	JASDQU010688455.1	225000	8	0.945596
(679,1643)(72155,73849)(50000,100000)	JASDQU010688625.1	75000	966	0.491734
(976,1083)(71673,71899)(50000,100000)	JASDQU010688664.1	75000	109	0.243508
(19,613)(150490,155881)(150000,200000)	JASDQU010688772.1	175000	596	0.414439
(1342,1477)(60965,61101)(50000,100000)	JASDQU010688875.1	75000	137	0.020614
(2745,3190)(50000,50446)(50000,100000)	JASDQU010688988.1	75000	447	0.054572
(215,777)(56222,56795)(50000,100000)	JASDQU010688999.1	75000	564	0.170255
(186,1443)(56071,74249)(50000,100000)	JASDQU010689234.1	75000	1259	0.432292
(130,531)(69764,70212)(50000,100000)	JASDQU010689259.1	75000	403	0.182462
(153,943)(57572,58370)(50000,100000)	JASDQU010689431.1	75000	792	0.060351
(4978,5129)(78699,78874)(50000,100000)	JASDQU010689435.1	75000	153	0.083593
(666,1154)(61226,61983)(50000,100000)	JASDQU010689486.1	75000	490	0.052302
(962,1269)(170402,170726)(150000,200000)	JASDQU010689568.1	175000	309	0.624200
(1068,1080)(70948,71000)(50000,100000)	JASDQU010689634.1	75000	14	0.066560
(463,3582)(55912,59883)(50000,100000)	JASDQU010689820.1	75000	3121	0.328995
(1926,7449)(50000,62518)(50000,100000)	JASDQU010689840.1	75000	5525	0.321304
(1056,1215)(57465,57756)(50000,100000)	JASDQU010689968.1	75000	161	0.021436
(1244,1591)(79893,80693)(50000,100000)	JASDQU010690031.1	75000	349	0.012539
(322,726)(50013,50428)(50000,100000)	JASDQU010690100.1	75000	406	0.617330
(649,1085)(57972,58578)(50000,100000)	JASDQU010710077.1	75000	438	0.035437
(408,1215)(50000,50807)(50000,100000)	JASDQU010710482.1	75000	809	0.975851
(482,494)(52544,52568)(50000,100000)	JASDQU010711004.1	75000	14	0.063927
(1215,2026)(50142,50968)(50000,100000)	JASDQU010711556.1	75000	813	0.708109
(438,690)(291536,291805)(250000,300000)	JASDQU010713912.1	275000	254	0.506727
(691,881)(342672,342864)(300000,350000)	JASDQU010713912.1	325000	192	0.449076
(125,1776)(52136,53986)(50000,100000)	JASDQU010714677.1	75000	1653	0.306359
(1429,1574)(64545,64690)(50000,100000)	JASDQU010735111.1	75000	147	0.083715
(228,357)(67195,67338)(50000,100000)	JASDQU010735162.1	75000	131	0.220504
(230,324)(52798,52936)(50000,100000)	JASDQU010735174.1	75000	96	0.142322
(624,628)(86771,86777)(50000,100000)	JASDQU010735178.1	75000	6	0.044347
(629,772)(141847,142145)(100000,150000)	JASDQU010735178.1	125000	145	0.157718
(567,712)(181937,183298)(150000,200000)	JASDQU010735266.1	175000	147	0.049782
(306,334)(57600,57698)(50000,100000)	JASDQU010735271.1	75000	30	-0.002364
(196,224)(85492,85561)(50000,100000)	JASDQU010735277.1	75000	30	0.051956
(1530,3699)(201393,204037)(200000,250000)	JASDQU010735279.1	225000	2171	0.277868
(4946,5208)(215258,215526)(200000,250000)	JASDQU010735281.1	225000	264	0.040286
(314,468)(329518,329847)(300000,350000)	JASDQU010735303.1	325000	156	0.095248
(469,519)(422141,422196)(400000,450000)	JASDQU010735303.1	425000	52	0.183857
(374,1334)(109827,127942)(100000,150000)	JASDQU010735309.1	125000	962	0.054723
(769,1162)(289746,290239)(250000,300000)	JASDQU010735319.1	275000	395	0.044695
(1122,1188)(150206,150436)(150000,200000)	JASDQU010735334.1	175000	68	0.214719
(1335,1605)(275603,276116)(250000,300000)	JASDQU010735349.1	275000	272	0.350338
(681,1330)(127516,142305)(100000,150000)	JASDQU010735358.1	125000	651	0.249695
(2115,2314)(134957,135163)(100000,150000)	JASDQU010735359.1	125000	201	0.026898
(991,2800)(556135,558548)(550000,600000)	JASDQU010735368.1	575000	1811	0.170893
(269,826)(252818,287852)(250000,300000)	JASDQU010735377.1	275000	559	0.059241
(1006,1332)(216872,217242)(200000,250000)	JASDQU010735382.1	225000	328	0.048051
(1333,1382)(273721,273824)(250000,300000)	JASDQU010735382.1	275000	51	0.055963
(1383,5255)(421799,426417)(400000,450000)	JASDQU010735382.1	425000	3874	0.360382
(82,953)(229951,230829)(200000,250000)	JASDQU010735395.1	225000	873	0.201934
(485,796)(82274,82726)(50000,100000)	JASDQU010735401.1	75000	313	0.191929
(797,6017)(325385,335130)(300000,350000)	JASDQU010735401.1	325000	5222	0.352473
(90,135)(295010,295057)(250000,300000)	JASDQU010735402.1	275000	47	0.511247
(136,764)(356325,356980)(350000,400000)	JASDQU010735402.1	375000	630	0.367776
(879,1190)(155415,155731)(150000,200000)	JASDQU010735416.1	175000	313	0.074402
(1123,1141)(255028,255064)(250000,300000)	JASDQU010735418.1	275000	20	0.045913
(258,378)(299229,299355)(250000,300000)	JASDQU010735420.1	275000	122	0.013782
(379,523)(318885,319031)(300000,350000)	JASDQU010735420.1	325000	146	0.057807
(524,1238)(423928,424655)(400000,450000)	JASDQU010735420.1	425000	716	0.210474
(560,1113)(52739,87979)(50000,100000)	JASDQU010735430.1	75000	555	0.201728
(800,1357)(266389,267766)(250000,300000)	JASDQU010735435.1	275000	559	0.028476
(1534,1817)(112327,112666)(100000,150000)	JASDQU010735449.1	125000	285	0.081614
(1818,1963)(321331,322071)(300000,350000)	JASDQU010735449.1	325000	147	0.060118
(167,311)(150279,150471)(150000,200000)	JASDQU010735454.1	175000	146	0.171016
(191,614)(191053,191488)(150000,200000)	JASDQU010735459.1	175000	425	0.014074
(318,475)(132898,133076)(100000,150000)	JASDQU010735468.1	125000	159	0.947150
(386,511)(60250,60375)(50000,100000)	JASDQU010735469.1	75000	127	0.091348
(512,986)(134113,134596)(100000,150000)	JASDQU010735469.1	125000	476	0.573223
(238,675)(571291,571897)(550000,600000)	JASDQU010735476.1	575000	439	0.546891
(676,733)(805804,805886)(800000,850000)	JASDQU010735476.1	825000	59	0.155731
(734,809)(897726,897853)(850000,900000)	JASDQU010735476.1	875000	77	0.659524
(118,411)(573173,573541)(550000,600000)	JASDQU010735477.1	575000	295	0.708050
(763,789)(105775,105802)(100000,150000)	JASDQU010735483.1	125000	28	0.064163
(1068,3029)(268111,270594)(250000,300000)	JASDQU010735504.1	275000	1963	0.736326
(515,678)(53859,54054)(50000,100000)	JASDQU010735506.1	75000	165	0.042063
(96,623)(357013,398220)(350000,400000)	JASDQU010735520.1	375000	529	0.117019
(951,2173)(314091,315486)(300000,350000)	JASDQU010735536.1	325000	1224	0.196443
(1025,1165)(641579,641733)(600000,650000)	JASDQU010735541.1	625000	142	0.273810
(109,829)(195763,196530)(150000,200000)	JASDQU010735542.1	175000	722	0.581774
(830,1878)(227542,229323)(200000,250000)	JASDQU010735542.1	225000	1050	0.312736
(1879,4726)(326693,330295)(300000,350000)	JASDQU010735542.1	325000	2849	0.358637
(318,927)(128790,130174)(100000,150000)	JASDQU010735562.1	125000	611	0.159022
(928,1198)(374145,374426)(350000,400000)	JASDQU010735562.1	375000	272	0.037900
(2180,4800)(133877,136796)(100000,150000)	JASDQU010735566.1	125000	2622	0.345254
(950,3163)(167330,170097)(150000,200000)	JASDQU010735573.1	175000	2215	0.665148
(680,944)(62105,62375)(50000,100000)	JASDQU010735576.1	75000	266	0.078595
(945,1046)(134421,134559)(100000,150000)	JASDQU010735576.1	125000	103	0.057518
(129,1962)(58081,69867)(50000,100000)	JASDQU010735578.1	75000	1835	0.328933
(701,870)(95792,95990)(50000,100000)	JASDQU010735588.1	75000	171	0.046865
(667,678)(126417,126504)(100000,150000)	JASDQU010735616.1	125000	13	0.062886
(51,9002)(372414,399778)(350000,400000)	JASDQU010735619.1	375000	8953	0.427819
(789,957)(169406,169585)(150000,200000)	JASDQU010735668.1	175000	170	0.286180
(327,706)(255052,262070)(250000,300000)	JASDQU010735700.1	275000	381	0.127255
(707,1037)(404079,429819)(400000,450000)	JASDQU010735700.1	425000	332	0.235328
(2810,10049)(155205,163627)(150000,200000)	JASDQU010735711.1	175000	7241	0.714812
(148,718)(250000,250618)(250000,300000)	JASDQU010735714.1	275000	572	0.290668
(673,986)(70909,71370)(50000,100000)	JASDQU010735721.1	75000	315	0.055156
(85,464)(125845,140302)(100000,150000)	JASDQU010735727.1	125000	381	0.961484
(465,650)(178509,178740)(150000,200000)	JASDQU010735727.1	175000	187	0.290757
(226,336)(438810,438925)(400000,450000)	JASDQU010735736.1	425000	112	0.055373
(337,472)(479027,479163)(450000,500000)	JASDQU010735736.1	475000	137	0.701411
(473,1583)(527638,540883)(500000,550000)	JASDQU010735736.1	525000	1112	0.690983
(183,996)(66215,97724)(50000,100000)	JASDQU010735741.1	75000	815	0.551247
(531,1642)(201263,202473)(200000,250000)	JASDQU010735747.1	225000	1113	0.733462
(984,1043)(65682,65750)(50000,100000)	JASDQU010735756.1	75000	61	0.127967
(1044,4280)(307808,346437)(300000,350000)	JASDQU010735756.1	325000	3238	0.666623
(2917,3723)(84687,85499)(50000,100000)	JASDQU010735761.1	75000	808	0.551913
(113,946)(101821,102661)(100000,150000)	JASDQU010735784.1	125000	835	0.634990
(1044,1340)(323931,324256)(300000,350000)	JASDQU010735795.1	325000	298	0.583486
(704,1692)(498821,499813)(450000,500000)	JASDQU010735796.1	475000	990	0.718049
(2332,2383)(68132,68186)(50000,100000)	JASDQU010735804.1	75000	53	0.121256
(760,801)(107832,107885)(100000,150000)	JASDQU010735810.1	125000	43	0.154288
(6495,6524)(155890,155923)(150000,200000)	JASDQU010735823.1	175000	31	0.025811
(116,295)(196011,196285)(150000,200000)	JASDQU010735826.1	175000	181	0.509269
(136,1398)(186348,187731)(150000,200000)	JASDQU010735836.1	175000	1264	0.699400
(2207,4272)(75278,86758)(50000,100000)	JASDQU010735854.1	75000	2067	0.685101
(184,1104)(251742,252673)(250000,300000)	JASDQU010735856.1	275000	922	0.576496
(3992,7370)(118070,144254)(100000,150000)	JASDQU010735860.1	125000	3380	0.824944
(17,29)(60750,60773)(50000,100000)	JASDQU010735868.1	75000	14	-0.003354
(1460,1925)(57288,57939)(50000,100000)	JASDQU010735876.1	75000	467	0.037569
(448,1117)(179435,180157)(150000,200000)	JASDQU010735888.1	175000	671	0.442149
(218,306)(58861,58968)(50000,100000)	JASDQU010735899.1	75000	90	0.079757
(847,1704)(219537,249999)(200000,250000)	JASDQU010735900.1	225000	859	0.543216
(234,1181)(235543,236526)(200000,250000)	JASDQU010735907.1	225000	949	0.344033
(1182,2167)(272754,294792)(250000,300000)	JASDQU010735907.1	275000	987	0.217728
(217,744)(52038,52573)(50000,100000)	JASDQU010735917.1	75000	529	0.384569
(745,1784)(167229,168283)(150000,200000)	JASDQU010735917.1	175000	1041	0.670265
(98,364)(50000,56992)(50000,100000)	JASDQU010735922.1	75000	268	0.726506
(3008,4344)(133215,134552)(100000,150000)	JASDQU010735929.1	125000	1338	0.160952
(4345,5075)(196947,197740)(150000,200000)	JASDQU010735929.1	175000	732	0.030793
(873,998)(94918,95047)(50000,100000)	JASDQU010735947.1	75000	127	0.082853
(999,1153)(102180,102439)(100000,150000)	JASDQU010735947.1	125000	156	-0.000551
(805,2011)(120947,122207)(100000,150000)	JASDQU010735950.1	125000	1208	0.715597
(262,755)(258811,259362)(250000,300000)	JASDQU010735956.1	275000	495	0.016906
(526,662)(235513,235808)(200000,250000)	JASDQU010735973.1	225000	138	0.306331
(663,1233)(284662,285308)(250000,300000)	JASDQU010735973.1	275000	572	0.474667
(1234,1653)(329571,330124)(300000,350000)	JASDQU010735973.1	325000	421	0.686430
(417,3805)(71921,75346)(50000,100000)	JASDQU010735975.1	75000	3390	0.731699
(458,626)(486821,491795)(450000,500000)	JASDQU010735977.1	475000	170	0.030652
(1167,1579)(257936,258438)(250000,300000)	JASDQU010735979.1	275000	414	0.460003
(106,785)(287233,299535)(250000,300000)	JASDQU010735988.1	275000	681	0.245127
(786,1624)(305124,305986)(300000,350000)	JASDQU010735988.1	325000	840	0.719946
(1702,1740)(307412,307457)(300000,350000)	JASDQU010735993.1	325000	40	0.079889
(1741,1784)(364621,364740)(350000,400000)	JASDQU010735993.1	375000	45	0.061602
(500,576)(76665,76784)(50000,100000)	JASDQU010736002.1	75000	78	0.052705
(577,599)(150024,150149)(150000,200000)	JASDQU010736002.1	175000	24	0.110011
(385,1065)(186574,187760)(150000,200000)	JASDQU010736008.1	175000	682	0.034460
(1066,1867)(393585,394397)(350000,400000)	JASDQU010736008.1	375000	803	0.135826
(1868,3109)(550811,552058)(550000,600000)	JASDQU010736008.1	575000	1243	0.634827
(301,649)(100000,100349)(100000,150000)	JASDQU010736011.1	125000	350	0.629487
(880,1010)(54169,54310)(50000,100000)	JASDQU010736014.1	75000	132	0.358119
(1276,1361)(60877,61014)(50000,100000)	JASDQU010736017.1	75000	87	0.043864
(2786,3300)(200000,200541)(200000,250000)	JASDQU010736018.1	225000	516	0.392462
(10,195)(223490,223712)(200000,250000)	JASDQU010736021.1	225000	187	0.056201
(158,3017)(358073,375069)(350000,400000)	JASDQU010736022.1	375000	2861	0.732271
(2652,2799)(55049,55200)(50000,100000)	JASDQU010736026.1	75000	149	0.001908
(128,945)(303233,304122)(300000,350000)	JASDQU010736036.1	325000	819	0.129177
(381,508)(161642,161774)(150000,200000)	JASDQU010736047.1	175000	129	0.067826
(509,1553)(204679,205805)(200000,250000)	JASDQU010736047.1	225000	1046	0.046543
(373,627)(50006,50551)(50000,100000)	JASDQU010736048.1	75000	256	0.043940
(628,630)(357451,357453)(350000,400000)	JASDQU010736048.1	375000	4	0.086182
(545,956)(381619,382040)(350000,400000)	JASDQU010736069.1	375000	413	0.045673
(957,1091)(410480,410615)(400000,450000)	JASDQU010736069.1	425000	136	0.045206
(719,1710)(448340,449755)(400000,450000)	JASDQU010736071.1	425000	993	0.090539
(1711,1712)(450516,450517)(450000,500000)	JASDQU010736071.1	475000	3	0.050981
(218,379)(329046,329241)(300000,350000)	JASDQU010736076.1	325000	163	0.007662
(163,740)(130005,130589)(100000,150000)	JASDQU010736087.1	125000	579	0.044806
(561,610)(88644,88722)(50000,100000)	JASDQU010736093.1	75000	51	0.106781
(439,1816)(350566,385799)(350000,400000)	JASDQU010736095.1	375000	1379	0.448233
(2104,2484)(250638,251066)(250000,300000)	JASDQU010736107.1	275000	382	0.886048
(1632,1651)(75709,75749)(50000,100000)	JASDQU010736108.1	75000	21	0.121193
(1652,1781)(394707,394961)(350000,400000)	JASDQU010736108.1	375000	131	0.161122
(76,510)(152464,169850)(150000,200000)	JASDQU010736121.1	175000	436	0.056433
(899,1087)(263765,263983)(250000,300000)	JASDQU010736134.1	275000	190	0.170289
(534,985)(451419,451932)(450000,500000)	JASDQU010736136.1	475000	453	0.155217
